Shipment_ID,timestamp,driver_id,vehicle_id,route_id,supplier_id,shipping_costs,delivery_time_deviation,iot_temperature,order_fulfillment_status
100454,2026-03-07 14:36:00,DRV_00041,VEH_00046,RTE_00006,SUP_00008,8880.7,9.72,2.5,1.0
100455,2026-01-12 19:39:00,DRV_00013,VEH_00030,RTE_00016,SUP_00726,20344.48,22.16,18.6,2.0
100456,2026-02-28 01:33:00,DRV_00030,VEH_00047,RTE_00027,SUP_00358,6338.1,15.45,6.5,2.0
100457,2026-03-05 17:54:00,DRV_00033,VEH_00049,RTE_00020,SUP_00015,5997.38,54.08,18.6,1.0
100458,2026-03-02 04:32:00,DRV_00013,VEH_00047,RTE_00012,SUP_00101,12860.32,10.85,1.4,2.0
100459,2026-02-21 06:47:00,DRV_00026,VEH_00018,RTE_00011,SUP_00007,6890.81,19.77,11.3,1.0
100460,2026-02-27 11:10:00,DRV_00022,VEH_00066,RTE_00029,SUP_00011,722.63,30.84,15.1,2.0
100461,2026-02-25 07:14:00,DRV_00039,VEH_00068,RTE_00727,SUP_00007,16383.29,67.63,18.6,1.0
100462,2026-01-20 14:51:00,DRV_00002,VEH_00033,RTE_00027,SUP_00004,13021.8,66.74,7.8,2.0
100463,2026-01-19 00:25:00,DRV_00038,VEH_00036,RTE_00052,SUP_00012,11415.19,10.93,17.5,2.0
100464,2026-03-05 02:12:00,DRV_00039,VEH_00019,RTE_00029,SUP_00006,24190.73,22.58,4.7,3.0
100465,2026-01-23 08:57:00,DRV_00026,VEH_00028,RTE_00010,SUP_00014,14494.38,6.5,9.9,3.0
100466,2026-01-06 18:28:00,DRV_00046,VEH_00040,RTE_00003,SUP_00012,21654.07,34.27,-0.2,3.0
100467,2026-01-05 03:09:00,DRV_00015,VEH_00076,RTE_00013,SUP_00011,3916.53,30.46,-1.5,2.0
100468,2026-02-06 02:30:00,DRV_00034,VEH_00015,RTE_00027,SUP_00019,14445.56,64.36,-0.2,1.0
100469,2026-01-01 19:10:00,DRV_00042,VEH_00041,RTE_00003,SUP_00548,21765.5,20.5,17.2,2.0
100470,2026-03-04 03:20:00,DRV_00044,VEH_00039,RTE_00727,SUP_00005,14786.09,24.53,12.3,3.0
100471,2026-02-21 21:40:00,DRV_00049,VEH_00002,RTE_00015,SUP_00014,18091.35,32.86,13.8,2.0
100472,2026-02-16 06:17:00,DRV_00040,VEH_00063,RTE_00016,SUP_00548,9615.07,23.23,12.1,3.0
100473,2026-03-07 20:41:00,DRV_00011,VEH_00029,RTE_00029,SUP_00101,2765.01,57.12,9.8,3.0
100474,2026-01-12 17:36:00,DRV_00003,VEH_00074,RTE_00013,SUP_00016,11718.56,-4.72,7.0,1.0
100475,2026-02-02 01:35:00,DRV_00006,VEH_00066,RTE_00017,SUP_00013,10164.75,19.64,15.2,1.0
100476,2026-01-06 10:05:00,DRV_00009,VEH_00051,RTE_00003,SUP_00358,21742.97,27.48,17.1,3.0
100477,2026-01-04 15:17:00,DRV_00006,VEH_00075,RTE_00020,SUP_00358,6477.88,12.69,8.0,3.0
100478,2026-01-14 22:16:00,DRV_00009,VEH_00077,RTE_00011,SUP_00726,24184.99,42.99,16.6,2.0
100479,2026-02-01 15:03:00,DRV_00039,VEH_00010,RTE_00027,SUP_00358,23974.38,-2.09,9.7,3.0
100480,2026-02-09 06:36:00,DRV_00031,VEH_00014,RTE_00021,SUP_00004,6566.98,44.54,8.8,2.0
100481,2026-01-03 07:43:00,DRV_00032,VEH_00051,RTE_00019,SUP_00011,9027.27,15.21,7.1,3.0
100482,2026-01-10 09:00:00,DRV_00041,VEH_00073,RTE_00022,SUP_00017,22441.12,-0.97,2.2,1.0
100483,2026-02-06 23:02:00,DRV_00012,VEH_00039,RTE_00011,SUP_00007,24182.24,12.79,-1.9,1.0
100484,2026-01-21 09:35:00,DRV_00008,VEH_00028,RTE_01007,SUP_00014,11364.26,56.75,2.8,3.0
100485,2026-01-07 17:02:00,DRV_00008,VEH_00003,RTE_00727,SUP_00011,8364.43,60.56,8.2,2.0
100486,2026-01-12 18:44:00,DRV_00028,VEH_00070,RTE_00028,SUP_00358,13389.3,32.2,5.6,2.0
100487,2026-02-11 09:58:00,DRV_00020,VEH_00027,RTE_00016,SUP_00009,17350.35,27.04,-1.5,2.0
100488,2026-02-21 03:46:00,DRV_00047,VEH_00002,RTE_00021,SUP_00484,7200.13,70.29,17.6,3.0
100489,2026-03-01 01:47:00,DRV_00007,VEH_00038,RTE_00003,SUP_00013,18543.59,10.44,5.0,3.0
100490,2026-02-16 16:15:00,DRV_00011,VEH_00003,RTE_00022,SUP_00484,1765.61,11.58,7.0,1.0
100491,2026-02-17 22:42:00,DRV_00020,VEH_00016,RTE_00006,SUP_00018,1707.72,17.47,18.6,1.0
100492,2026-01-10 05:24:00,DRV_00016,VEH_00040,RTE_00727,SUP_00011,9964.05,8.3,-1.0,3.0
100493,2026-02-20 13:09:00,DRV_00004,VEH_00002,RTE_00014,SUP_00015,9160.09,24.21,13.5,1.0
100494,2026-02-28 19:04:00,DRV_00006,VEH_00041,RTE_00024,SUP_00358,8233.01,65.13,9.4,2.0
100495,2026-03-06 21:48:00,DRV_00022,VEH_00012,RTE_00018,SUP_00019,12529.98,42.38,13.2,2.0
100496,2026-02-12 15:09:00,DRV_00026,VEH_00035,RTE_00017,SUP_00001,8357.97,26.72,1.0,3.0
100497,2026-01-07 13:15:00,DRV_00003,VEH_00065,RTE_00052,SUP_00004,5210.32,66.95,9.4,2.0
100498,2026-02-07 17:40:00,DRV_00041,VEH_00055,RTE_00004,SUP_00014,8082.0,-1.27,3.1,3.0
100499,2026-01-31 14:38:00,DRV_00042,VEH_00045,RTE_00052,SUP_00014,24385.15,11.19,2.6,2.0
100500,2026-02-24 17:52:00,DRV_00014,VEH_00079,RTE_00023,SUP_00003,10572.28,38.57,-1.8,3.0
100501,2026-02-05 14:53:00,DRV_00011,VEH_00062,RTE_00015,SUP_00017,11395.46,42.4,0.6,2.0
100502,2026-03-08 15:41:00,DRV_00018,VEH_00049,RTE_00052,SUP_00003,14625.35,-1.95,19.4,2.0
100503,2026-02-24 17:01:00,DRV_00012,VEH_00025,RTE_00011,SUP_00016,24591.85,26.03,0.3,1.0
100504,2026-02-11 22:43:00,DRV_00023,VEH_00023,RTE_00026,SUP_00014,6419.23,44.98,18.6,1.0
100505,2026-01-21 05:24:00,DRV_00012,VEH_00024,RTE_00003,SUP_00726,17191.41,29.58,4.2,1.0
100506,2026-03-08 06:35:00,DRV_00013,VEH_00038,RTE_00003,SUP_00013,18041.62,44.14,0.6,1.0
100507,2026-01-31 11:59:00,DRV_00025,VEH_00028,RTE_00016,SUP_00015,15379.45,19.68,2.0,1.0
100508,2026-01-25 11:27:00,DRV_00045,VEH_00021,RTE_00005,SUP_00014,2670.17,2.2,9.8,1.0
100509,2026-03-07 19:18:00,DRV_00019,VEH_00054,RTE_00021,SUP_00101,17083.37,27.89,-0.7,3.0
100510,2026-03-05 17:07:00,DRV_00046,VEH_00018,RTE_00029,SUP_00019,2070.32,4.91,15.2,3.0
100511,2026-02-13 13:52:00,DRV_00036,VEH_00036,RTE_00010,SUP_00006,15105.49,67.97,17.2,1.0
100512,2026-02-09 06:53:00,DRV_00045,VEH_00045,RTE_00019,SUP_00010,18619.74,31.59,2.9,3.0
100513,2026-02-11 01:01:00,DRV_00008,VEH_00073,RTE_00025,SUP_00015,5668.76,19.43,7.0,1.0
100514,2026-01-19 12:06:00,DRV_00029,VEH_00053,RTE_00004,SUP_00548,21119.74,57.79,-1.6,3.0
100515,2026-01-17 00:09:00,DRV_00032,VEH_00030,RTE_00029,SUP_00358,1243.67,33.34,10.8,2.0
100516,2026-02-25 06:45:00,DRV_00044,VEH_00060,RTE_00029,SUP_00726,21173.42,12.97,6.3,3.0
100517,2026-03-10 03:16:00,DRV_00018,VEH_00032,RTE_00727,SUP_00006,11778.06,57.52,3.4,3.0
100518,2026-03-09 14:59:00,DRV_00006,VEH_00067,RTE_00019,SUP_00484,5830.9,61.77,2.1,3.0
100519,2026-02-17 11:45:00,DRV_00018,VEH_00067,RTE_00011,SUP_00010,3777.56,46.82,11.1,2.0
100520,2026-01-28 21:18:00,DRV_00019,VEH_00028,RTE_00002,SUP_00007,23856.03,-1.38,6.3,1.0
100521,2026-02-15 10:17:00,DRV_00022,VEH_00044,RTE_00010,SUP_00358,2280.31,38.61,1.6,3.0
100522,2026-01-17 04:09:00,DRV_00037,VEH_00079,RTE_00029,SUP_00017,5377.79,53.77,11.8,3.0
100523,2026-01-07 19:43:00,DRV_00032,VEH_00041,RTE_00011,SUP_00018,9021.65,5.51,9.3,2.0
100524,2026-02-11 18:40:00,DRV_00041,VEH_00063,RTE_00025,SUP_00017,15695.75,12.61,15.2,1.0
100525,2026-01-30 03:35:00,DRV_00003,VEH_00023,RTE_00020,SUP_00009,13847.63,62.95,0.3,3.0
100526,2026-01-07 15:00:00,DRV_00028,VEH_00075,RTE_00016,SUP_00010,3578.27,-3.45,18.6,2.0
100527,2026-01-12 08:44:00,DRV_00010,VEH_00048,RTE_00019,SUP_00010,7598.34,52.96,11.5,1.0
100528,2026-01-04 04:51:00,DRV_00035,VEH_00032,RTE_00023,SUP_00007,6349.42,31.48,0.3,1.0
100529,2026-01-20 05:03:00,DRV_00029,VEH_00057,RTE_00024,SUP_00016,5731.8,29.4,11.9,3.0
100530,2026-02-06 02:31:00,DRV_00015,VEH_00033,RTE_00011,SUP_00018,10573.04,-4.45,6.8,3.0
100531,2026-02-10 01:19:00,DRV_00033,VEH_00024,RTE_00014,SUP_00006,17748.77,58.09,16.9,3.0
100532,2026-01-22 12:17:00,DRV_00007,VEH_00039,RTE_00002,SUP_00726,5827.6,37.49,0.8,3.0
100533,2026-03-07 18:24:00,DRV_00012,VEH_00034,RTE_00023,SUP_00001,9483.63,36.64,10.9,2.0
100534,2026-02-04 02:35:00,DRV_00049,VEH_00056,RTE_00028,SUP_00001,10077.48,47.15,5.6,2.0
100535,2026-03-05 04:47:00,DRV_00030,VEH_00028,RTE_00005,SUP_00012,24423.18,49.1,17.1,3.0
100536,2026-03-03 06:23:00,DRV_00021,VEH_00037,RTE_00727,SUP_00548,23889.33,52.91,4.6,1.0
100537,2026-02-12 06:50:00,DRV_00031,VEH_00007,RTE_00027,SUP_00002,20103.37,35.91,17.2,3.0
100538,2026-02-16 02:27:00,DRV_00024,VEH_00068,RTE_00005,SUP_00004,6420.64,25.78,16.0,1.0
100539,2026-01-13 13:11:00,DRV_00020,VEH_00037,RTE_00019,SUP_00017,2166.91,68.44,3.4,1.0
100540,2026-02-11 03:55:00,DRV_00037,VEH_00056,RTE_00021,SUP_00004,8264.15,44.44,14.1,1.0
100541,2026-02-20 06:09:00,DRV_00004,VEH_00065,RTE_00012,SUP_00011,7036.47,17.96,17.9,2.0
100542,2026-01-09 06:58:00,DRV_00028,VEH_00065,RTE_00018,SUP_00358,12895.18,4.74,18.6,1.0
100543,2026-01-25 10:35:00,DRV_00044,VEH_00047,RTE_00004,SUP_00004,19554.33,59.88,6.7,1.0
100544,2026-03-05 16:00:00,DRV_00020,VEH_00020,RTE_00022,SUP_00001,21528.91,22.89,8.4,2.0
100545,2026-01-03 18:40:00,DRV_00024,VEH_00019,RTE_00017,SUP_00007,21199.17,45.86,3.9,1.0
100546,2026-02-19 00:28:00,DRV_00049,VEH_00029,RTE_00010,SUP_00018,9312.05,31.25,-1.7,1.0
100547,2026-03-07 00:10:00,DRV_00032,VEH_00074,RTE_00020,SUP_00009,17337.24,10.32,2.4,3.0
100548,2026-03-09 22:56:00,DRV_00041,VEH_00060,RTE_00006,SUP_00003,8164.44,41.33,3.6,1.0
100549,2026-01-27 14:24:00,DRV_00036,VEH_00018,RTE_00025,SUP_00008,1992.19,-0.33,6.9,1.0
100550,2026-02-18 05:29:00,DRV_00034,VEH_00035,RTE_00014,SUP_00101,17688.35,26.83,1.4,1.0
100551,2026-02-27 15:06:00,DRV_00036,VEH_00043,RTE_00011,SUP_00019,740.78,37.09,15.5,1.0
100552,2026-03-04 06:03:00,DRV_00002,VEH_00011,RTE_00052,SUP_00004,10524.97,28.58,12.1,1.0
100553,2026-01-15 10:04:00,DRV_00015,VEH_00049,RTE_00011,SUP_00018,8569.79,52.65,-0.3,2.0
100554,2026-03-01 17:47:00,DRV_00034,VEH_00038,RTE_00029,SUP_00726,17487.75,25.99,11.0,1.0
100555,2026-01-27 17:34:00,DRV_00036,VEH_00064,RTE_00018,SUP_00011,19273.01,54.39,11.1,1.0
100556,2026-01-03 08:13:00,DRV_00006,VEH_00069,RTE_00027,SUP_00014,7950.32,-2.01,18.6,2.0
100557,2026-01-09 10:41:00,DRV_00039,VEH_00008,RTE_00023,SUP_00018,20384.86,9.95,-1.9,2.0
100558,2026-03-09 17:32:00,DRV_00042,VEH_00034,RTE_00022,SUP_00016,7700.96,36.32,3.0,1.0
100559,2026-03-06 08:18:00,DRV_00012,VEH_00048,RTE_00018,SUP_00003,11435.0,66.98,16.6,1.0
100560,2026-01-19 23:50:00,DRV_00003,VEH_00056,RTE_00024,SUP_00015,18311.95,59.29,16.6,1.0
100561,2026-03-06 14:08:00,DRV_00045,VEH_00076,RTE_00023,SUP_00004,17476.55,59.88,12.4,3.0
100562,2026-03-07 11:37:00,DRV_00018,VEH_00065,RTE_00011,SUP_00005,24690.53,18.35,13.3,3.0
100563,2026-01-18 14:31:00,DRV_00040,VEH_00031,RTE_00021,SUP_00017,6016.45,28.07,-0.2,1.0
100564,2026-03-03 13:48:00,DRV_00021,VEH_00004,RTE_00012,SUP_00007,16726.79,31.24,8.3,2.0
100565,2026-01-11 15:05:00,DRV_00015,VEH_00050,RTE_00005,SUP_00016,15437.21,7.12,2.6,1.0
100566,2026-02-22 07:53:00,DRV_00033,VEH_00069,RTE_00023,SUP_00014,22919.91,-2.61,1.6,2.0
100567,2026-02-23 07:57:00,DRV_00035,VEH_00030,RTE_00009,SUP_00016,4330.87,67.91,14.2,2.0
100568,2026-02-15 19:13:00,DRV_00026,VEH_00059,RTE_00027,SUP_00007,18919.06,13.53,0.7,2.0
100569,2026-02-09 21:38:00,DRV_00008,VEH_00067,RTE_00727,SUP_00009,14422.58,13.48,7.4,1.0
100570,2026-01-15 03:18:00,DRV_00036,VEH_00075,RTE_00025,SUP_00004,7229.31,1.42,16.8,1.0
100571,2026-01-03 06:27:00,DRV_00048,VEH_00045,RTE_00009,SUP_00358,12123.66,66.5,1.7,2.0
100572,2026-02-27 11:05:00,DRV_00030,VEH_00004,RTE_00022,SUP_00011,8677.53,39.64,17.6,3.0
100573,2026-03-04 05:08:00,DRV_00023,VEH_00026,RTE_00010,SUP_00002,14693.18,46.36,17.9,3.0
100574,2026-01-27 17:53:00,DRV_00042,VEH_00027,RTE_00022,SUP_00012,22280.51,65.19,9.1,3.0
100575,2026-01-19 02:52:00,DRV_00044,VEH_00046,RTE_00019,SUP_00012,14447.97,21.61,1.4,2.0
100576,2026-01-08 20:58:00,DRV_00014,VEH_00064,RTE_00001,SUP_00004,15977.2,42.86,4.3,1.0
100577,2026-01-01 06:52:00,DRV_00014,VEH_00051,RTE_00052,SUP_00018,13209.32,-2.01,19.4,2.0
100578,2026-01-06 05:43:00,DRV_00002,VEH_00050,RTE_00007,SUP_00548,1753.55,32.46,18.6,3.0
100579,2026-01-24 06:16:00,DRV_00037,VEH_00006,RTE_00004,SUP_00007,6205.03,59.01,19.4,1.0
100580,2026-02-12 03:32:00,DRV_00005,VEH_00059,RTE_00001,SUP_00001,12554.04,54.04,17.4,2.0
100581,2026-03-03 20:44:00,DRV_00038,VEH_00015,RTE_00015,SUP_00484,8100.76,22.0,1.1,2.0
100582,2026-03-06 12:40:00,DRV_00045,VEH_00030,RTE_00008,SUP_00013,4953.21,24.01,18.6,3.0
100583,2026-01-31 20:25:00,DRV_00041,VEH_00042,RTE_00012,SUP_00006,12851.25,36.08,-2.0,2.0
100584,2026-01-27 21:56:00,DRV_00047,VEH_00037,RTE_00022,SUP_00006,8408.84,-4.98,9.9,1.0
100585,2026-01-14 02:48:00,DRV_00014,VEH_00042,RTE_00022,SUP_00012,6823.64,13.58,16.3,3.0
100586,2026-01-25 19:35:00,DRV_00039,VEH_00035,RTE_00018,SUP_00008,11867.64,11.03,3.8,3.0
100587,2026-02-02 20:15:00,DRV_00025,VEH_00006,RTE_00015,SUP_00101,3765.46,14.29,1.7,1.0
100588,2026-02-27 16:02:00,DRV_00020,VEH_00068,RTE_00017,SUP_00358,23229.77,57.05,11.0,3.0
100589,2026-03-01 17:19:00,DRV_00002,VEH_00018,RTE_00029,SUP_00019,21758.7,16.53,12.3,2.0
100590,2026-01-13 11:15:00,DRV_00039,VEH_00073,RTE_00014,SUP_00005,17836.7,9.75,11.8,2.0
100591,2026-01-27 06:41:00,DRV_00006,VEH_00029,RTE_00014,SUP_00018,3102.24,33.83,4.4,3.0
100592,2026-02-19 01:20:00,DRV_00017,VEH_00077,RTE_00018,SUP_00005,19508.99,61.65,3.0,1.0
100593,2026-02-15 11:50:00,DRV_00025,VEH_00059,RTE_00020,SUP_00010,20294.95,13.58,17.1,2.0
100594,2026-01-25 05:51:00,DRV_00028,VEH_00047,RTE_00018,SUP_00001,19310.23,1.05,16.5,1.0
100595,2026-02-10 23:51:00,DRV_00002,VEH_00017,RTE_00016,SUP_00010,3292.16,22.44,7.1,2.0
100596,2026-03-03 14:46:00,DRV_00035,VEH_00022,RTE_00001,SUP_00005,16275.74,52.57,18.6,2.0
100597,2026-01-06 02:37:00,DRV_00037,VEH_00068,RTE_00023,SUP_00012,20940.96,37.4,7.0,3.0
100598,2026-01-23 13:19:00,DRV_00005,VEH_00069,RTE_00027,SUP_00358,14645.16,57.89,6.5,3.0
100599,2026-02-12 16:36:00,DRV_00001,VEH_00037,RTE_00011,SUP_00007,16336.98,68.89,1.1,1.0
100600,2026-02-01 02:51:00,DRV_00040,VEH_00049,RTE_00015,SUP_00009,11729.91,56.04,6.5,3.0
100601,2026-01-26 03:28:00,DRV_00012,VEH_00013,RTE_00012,SUP_00358,13453.33,41.49,8.7,2.0
100602,2026-01-14 23:50:00,DRV_00036,VEH_00034,RTE_00008,SUP_00548,1342.23,43.73,18.6,2.0
100603,2026-02-19 10:20:00,DRV_00045,VEH_00053,RTE_00022,SUP_00012,16154.59,-1.91,6.9,1.0
100604,2026-01-31 01:26:00,DRV_00023,VEH_00051,RTE_00020,SUP_00484,2495.46,70.79,13.6,1.0
100605,2026-02-17 12:50:00,DRV_00047,VEH_00003,RTE_01007,SUP_00001,11157.86,24.53,11.6,2.0
100606,2026-01-15 19:52:00,DRV_00031,VEH_00042,RTE_00006,SUP_00011,7670.05,6.72,10.7,3.0
100607,2026-02-08 05:49:00,DRV_00011,VEH_00032,RTE_00003,SUP_00548,13862.98,57.43,16.2,3.0
100608,2026-01-10 23:57:00,DRV_00010,VEH_00051,RTE_00028,SUP_00015,3768.7,16.89,-1.6,1.0
100609,2026-01-29 20:35:00,DRV_00003,VEH_00046,RTE_00024,SUP_00002,17445.26,40.1,9.1,1.0
100610,2026-02-02 14:39:00,DRV_00014,VEH_00021,RTE_00026,SUP_00726,19977.78,31.12,13.7,2.0
100611,2026-01-01 12:08:00,DRV_00016,VEH_00044,RTE_01007,SUP_00007,4502.18,29.32,19.4,2.0
100612,2026-02-05 01:57:00,DRV_00010,VEH_00011,RTE_00013,SUP_00548,3055.67,24.53,4.5,1.0
100613,2026-02-15 23:54:00,DRV_00029,VEH_00068,RTE_00013,SUP_00012,4065.13,15.4,0.7,2.0
100614,2026-01-28 17:54:00,DRV_00010,VEH_00001,RTE_00002,SUP_00358,21989.63,29.54,15.8,1.0
100615,2026-02-02 20:00:00,DRV_00012,VEH_00063,RTE_00005,SUP_00018,13440.64,36.4,7.4,1.0
100616,2026-02-25 04:19:00,DRV_00030,VEH_00024,RTE_00017,SUP_00003,11947.89,46.1,18.6,3.0
100617,2026-01-12 15:39:00,DRV_00041,VEH_00013,RTE_00006,SUP_00007,3114.44,55.37,9.7,1.0
100618,2026-02-14 09:32:00,DRV_00001,VEH_00011,RTE_00002,SUP_00011,16414.12,25.4,11.5,2.0
100619,2026-02-20 15:36:00,DRV_00005,VEH_00051,RTE_00004,SUP_00018,21765.99,44.75,14.1,3.0
100620,2026-01-17 23:46:00,DRV_00020,VEH_00017,RTE_00022,SUP_00012,20790.55,6.6,11.2,3.0
100621,2026-01-26 15:39:00,DRV_00008,VEH_00024,RTE_00026,SUP_00006,15838.34,66.81,6.0,2.0
100622,2026-02-18 12:56:00,DRV_00043,VEH_00019,RTE_00011,SUP_00005,2344.33,24.5,8.3,2.0
100623,2026-01-25 11:50:00,DRV_00012,VEH_00037,RTE_00008,SUP_00001,3253.73,51.17,18.6,2.0
100624,2026-02-11 02:03:00,DRV_00001,VEH_00008,RTE_00012,SUP_00012,1708.07,-3.43,5.5,1.0
100625,2026-02-27 09:17:00,DRV_00020,VEH_00028,RTE_00008,SUP_00011,6808.24,10.8,5.8,3.0
100626,2026-02-06 01:34:00,DRV_00028,VEH_00005,RTE_00011,SUP_00004,3823.71,32.51,-0.1,1.0
100627,2026-02-15 01:35:00,DRV_00043,VEH_00017,RTE_00022,SUP_00018,6871.18,62.63,16.3,1.0
100628,2026-01-23 10:27:00,DRV_00037,VEH_00036,RTE_00020,SUP_00004,9933.92,35.6,-0.2,1.0
100629,2026-02-07 13:38:00,DRV_00047,VEH_00019,RTE_00008,SUP_00017,23603.08,66.6,11.0,1.0
100630,2026-02-12 07:21:00,DRV_00037,VEH_00064,RTE_00029,SUP_00002,15454.21,32.25,6.3,3.0
100631,2026-01-04 19:26:00,DRV_00012,VEH_00011,RTE_00008,SUP_00101,20956.86,32.76,6.1,3.0
100632,2026-01-06 18:55:00,DRV_00037,VEH_00054,RTE_00026,SUP_00358,17903.61,4.22,18.6,1.0
100633,2026-03-02 08:20:00,DRV_00049,VEH_00045,RTE_01007,SUP_00002,3256.33,56.8,-0.7,2.0
100634,2026-03-03 21:12:00,DRV_00049,VEH_00047,RTE_00017,SUP_00012,18530.05,14.02,9.9,3.0
100635,2026-03-09 12:03:00,DRV_00044,VEH_00012,RTE_00052,SUP_00006,7239.92,64.27,18.6,1.0
100636,2026-01-08 17:30:00,DRV_00028,VEH_00021,RTE_00020,SUP_00010,16158.14,65.13,14.6,2.0
100637,2026-03-02 18:28:00,DRV_00047,VEH_00011,RTE_00020,SUP_00484,8853.57,67.63,1.4,2.0
100638,2026-02-12 01:26:00,DRV_00015,VEH_00005,RTE_00023,SUP_00548,24942.97,17.66,15.9,1.0
100639,2026-02-16 07:43:00,DRV_00006,VEH_00056,RTE_00016,SUP_00484,6957.01,47.14,11.1,3.0
100640,2026-01-19 21:12:00,DRV_00044,VEH_00020,RTE_00014,SUP_00016,7338.7,54.95,15.6,2.0
100641,2026-01-01 17:42:00,DRV_00020,VEH_00041,RTE_01007,SUP_00014,23301.47,5.09,7.7,3.0
100642,2026-02-28 09:16:00,DRV_00014,VEH_00046,RTE_00011,SUP_00007,1103.79,41.27,8.8,3.0
100643,2026-03-04 08:20:00,DRV_00002,VEH_00012,RTE_00007,SUP_00019,17568.88,-2.36,16.4,2.0
100644,2026-01-15 23:05:00,DRV_00009,VEH_00070,RTE_00016,SUP_00484,18270.5,33.31,16.0,1.0
100645,2026-01-16 01:29:00,DRV_00037,VEH_00017,RTE_00013,SUP_00017,20991.28,6.92,7.0,2.0
100646,2026-01-08 18:14:00,DRV_00020,VEH_00019,RTE_00027,SUP_00009,24373.76,9.09,3.5,2.0
100647,2026-03-03 10:21:00,DRV_00026,VEH_00026,RTE_00015,SUP_00013,24402.25,23.11,5.9,3.0
100648,2026-01-07 11:48:00,DRV_00029,VEH_00048,RTE_00024,SUP_00358,2099.28,28.3,19.4,1.0
100649,2026-01-17 11:14:00,DRV_00001,VEH_00052,RTE_00016,SUP_00005,20635.06,42.98,3.7,3.0
100650,2026-01-27 11:02:00,DRV_00035,VEH_00070,RTE_00027,SUP_00484,16334.59,0.73,3.4,2.0
100651,2026-02-21 17:00:00,DRV_00006,VEH_00055,RTE_00021,SUP_00005,16359.88,33.78,18.6,1.0
100652,2026-03-04 10:50:00,DRV_00037,VEH_00075,RTE_00023,SUP_00010,3644.57,9.06,-0.6,1.0
100653,2026-01-05 17:21:00,DRV_00005,VEH_00033,RTE_00024,SUP_00548,16429.59,39.19,11.6,1.0
100654,2026-02-20 04:27:00,DRV_00033,VEH_00062,RTE_00052,SUP_00010,24570.82,44.08,1.5,1.0
100655,2026-02-03 10:16:00,DRV_00049,VEH_00023,RTE_00727,SUP_00007,22839.55,37.87,4.9,1.0
100656,2026-01-17 09:45:00,DRV_00014,VEH_00015,RTE_00009,SUP_00015,11258.7,51.85,-0.8,2.0
100657,2026-02-27 13:13:00,DRV_00012,VEH_00027,RTE_00003,SUP_00007,1478.73,20.84,3.4,2.0
100658,2026-02-20 09:52:00,DRV_00042,VEH_00075,RTE_00019,SUP_00015,9376.19,53.91,13.4,2.0
100659,2026-02-23 12:12:00,DRV_00020,VEH_00064,RTE_00020,SUP_00003,20746.56,28.32,15.7,3.0
100660,2026-01-31 17:41:00,DRV_00024,VEH_00051,RTE_00005,SUP_00019,17686.73,32.28,2.4,1.0
100661,2026-01-02 01:42:00,DRV_00043,VEH_00053,RTE_00010,SUP_00010,11753.92,44.9,7.3,1.0
100662,2026-01-16 01:17:00,DRV_00034,VEH_00078,RTE_00017,SUP_00015,1849.99,-3.59,19.4,2.0
100663,2026-02-02 10:52:00,DRV_00025,VEH_00051,RTE_00015,SUP_00003,10958.92,45.36,15.5,1.0
100664,2026-02-04 23:03:00,DRV_00029,VEH_00047,RTE_00727,SUP_00006,11991.11,42.63,18.6,3.0
100665,2026-01-28 03:21:00,DRV_00039,VEH_00004,RTE_00023,SUP_00012,23249.61,18.86,8.3,1.0
100666,2026-02-13 15:36:00,DRV_00031,VEH_00007,RTE_00025,SUP_00015,16206.61,1.61,11.4,1.0
100667,2026-03-06 15:45:00,DRV_00047,VEH_00035,RTE_00008,SUP_00006,8135.5,2.0,14.9,3.0
100668,2026-03-03 16:58:00,DRV_00043,VEH_00048,RTE_00015,SUP_00013,13370.3,66.09,-1.8,2.0
100669,2026-01-14 05:45:00,DRV_00023,VEH_00073,RTE_00727,SUP_00019,2118.36,48.07,6.1,2.0
100670,2026-02-27 23:00:00,DRV_00044,VEH_00072,RTE_00021,SUP_00003,24327.92,4.79,16.1,1.0
100671,2026-03-03 04:12:00,DRV_00038,VEH_00045,RTE_01007,SUP_00008,9321.47,22.47,12.8,3.0
100672,2026-02-07 23:33:00,DRV_00020,VEH_00072,RTE_00014,SUP_00008,12207.75,40.62,8.9,2.0
100673,2026-01-19 17:22:00,DRV_00023,VEH_00019,RTE_00020,SUP_00484,9204.46,59.34,8.6,2.0
100674,2026-01-20 15:35:00,DRV_00045,VEH_00063,RTE_00028,SUP_00726,17221.54,44.18,5.0,2.0
100675,2026-01-10 14:07:00,DRV_00016,VEH_00038,RTE_00007,SUP_00015,16724.69,13.22,8.4,1.0
100676,2026-01-30 09:48:00,DRV_00042,VEH_00067,RTE_00021,SUP_00004,18025.4,63.51,11.1,3.0
100677,2026-01-19 08:32:00,DRV_00008,VEH_00059,RTE_00023,SUP_00019,7069.51,-4.29,19.4,1.0
100678,2026-02-27 20:05:00,DRV_00021,VEH_00069,RTE_00012,SUP_00548,8233.88,21.42,12.3,2.0
100679,2026-03-05 17:52:00,DRV_00001,VEH_00013,RTE_00017,SUP_00003,3568.66,68.84,15.2,3.0
100680,2026-02-10 04:14:00,DRV_00008,VEH_00047,RTE_00017,SUP_00013,16559.99,42.23,1.1,1.0
